spkid,full_name,diameter,class,q,e,i,om,w,ma,epoch
2004801,4801Ohre1989UR4,13.961,MBA,2.212105088273089,0.2299041639313957,13.389230011335474,202.97669265876922,260.6416592141441,74.61043469656784,59000
2004803,4803Birkle1989XA,10.062,MBA,2.799725418629738,0.12192496097220559,13.031361474075837,110.46261707217559,322.4656937117725,41.25821247270929,59000
2004804,4804Pasteur1989XC1,15.427,MBA,2.381171129479121,0.26395132438244034,8.61532605455817,95.48921248859534,296.9359377145275,244.81000893610926,59000
2004808,4808Ballaero1925BA,19.238,MBA,2.238135831203648,0.19460488600720935,3.3266326467133602,182.06555959117293,218.77092062962933,97.72560216523688,59000
2004813,4813Terebizh1977RR7,17.873,MBA,2.7990354661385988,0.26977467548676076,6.050354576068127,323.23014226071615,11.579545960134139,326.660007699077,59000
2004814,4814Casacci1978RW,13.643,OMB,2.636249400145221,0.18705159337420116,14.634495980482582,222.5130908534391,269.82805267231805,69.41003391447751,59000
2004821,4821Bianucci1986EE5,14.525,MBA,2.64174016383058,0.03938639160144727,9.116598358161031,283.8998259919165,350.98539215370437,87.7590416249356,59000
2004831,4831Baldwin1988RX11,18.381,MBA,2.734368817642828,0.09290751333155674,11.71646632686295,216.24616053463714,110.00398361652822,306.62447634693433,59000
2004838,4838Billmclaughlin1989NJ,10.251,MBA,2.016463177207396,0.06053848447573707,6.7479704304212955,251.17768075418664,218.48350207223845,206.0750612555245,59000
2004846,4846Tuthmosis6575PL,11.6,OMB,2.778614652940909,0.2726479493150587,7.980109132002095,155.66675356558642,276.7199792827449,39.016321219588136,59000
2004854,4854Edscott1981ED27,10.113,MBA,2.793746791108821,0.22812002018624478,6.434311683488161,333.3533886749462,230.0720326049639,197.80566764658005,59000
2004856,4856Seaborg1983LJ,10.39,MBA,2.384054233552013,0.20291951067300182,10.54381497092952,180.69804735809794,332.11760184755843,110.92609925628163,59000
2004864,4864Nimoy1988RA5,11.874,MBA,2.0329695861389507,0.09028989588948651,12.772065208303161,198.63888092163472,170.40238548075686,265.29900995243065,59000
2004866,4866Badillo1988VB3,13.044,MBA,2.768358550324049,0.055213431615064056,7.610453148368453,188.98758117174586,191.46483945218904,28.004444786503715,59000
2004873,4873Fukaya1990EC,12.437,MBA,2.755763353903125,0.22693532639667352,7.2130118795433855,113.82804725937065,13.767620532086058,330.4387977823616,59000
2004879,4879Zykina1974VG,13.404000000000002,MBA,2.851160426155741,0.1422473837637239,5.104297006475954,83.24583681570684,324.07967239158177,172.15291731091904,59000
2004897,4897Tomhamilton1987QD6,13.711,MBA,2.6830014275027816,0.06773686564518873,2.6564504144112573,26.580587081599806,94.42181227516171,264.34265858015414,59000
2004903,4903Ichikawa1989UD,14.789,MBA,2.567601836201203,0.18498659344958251,14.088715843126632,258.5429935209175,352.23158674593634,253.6781733913573,59000
2004914,4914Pardina1969GD,10.9,MBA,2.210270924614889,0.012100155641535592,4.741195780192575,104.13909474133348,72.75829033497429,64.17030568483122,59000
2004915,4915Solzhenitsyn1969TJ2,12.042,MBA,2.1828071358084085,0.09785107623847605,12.010371953614282,140.1112667504186,91.24404423325477,316.8335793454118,59000
2004916,4916Brumberg1970PS,16.507,MBA,2.752184204978736,0.14056709837734038,10.730205319312113,331.1741385814366,174.46522827121805,83.77246591144566,59000
2004918,4918Rostropovich1974QU1,11.876,MBA,2.021185642130999,0.04438750023282175,11.863764004171935,203.92104578827454,237.7800276371118,68.60423569218617,59000
2004925,4925Zhoushan1981XH2,14.424,MBA,2.288247501300123,0.29539634327725184,14.051522000581537,34.94810300541777,158.63925879307783,187.4310689986078,59000
2004934,4934Rhoneranger1985JJ,11.531,MBA,2.669994232496647,0.06272920937688427,9.350561403313458,287.8602886165859,126.6539513683534,354.4368051818607,59000
2004940,4940Polenov1986QY4,17.782,MBA,2.5611782490192736,0.03910593901297966,13.46925515073067,92.20701567940397,194.43131198786153,112.82203794797583,59000
2004941,4941Yahagi1986UA,17.56,MBA,2.634763151969813,0.06106046216606892,2.515459843684405,198.9741033526257,344.98739449587663,347.2024334047545,59000
2004944,4944Kozlovskij1987RP3,11.125,MBA,2.5717431544713443,0.23071833994791727,9.400688639351815,183.59333095103662,346.3027186417825,156.6328318662916,59000
2004952,4952Kibeshigemaro1990FC1,19.233,MBA,2.8015276374661897,0.12765169778155283,11.58413419371919,85.70838324667706,118.0961238882221,300.483271732943,59000
2004954,4954Eric1990SQ,10.8,AMO,1.101769106567527,0.1696247819257614,4.074616961162611,41.67757252604918,244.857110774558,190.7943659047137,59000
2004955,4955Gold1990SF2,19.805,MBA,2.735422824837239,0.006302747095908223,11.111307019379474,76.0541783381885,259.8884269169476,73.8940400881076,59000
2004958,4958Wellnitz1991NT1,16.358,MBA,2.7751465975095533,0.010329392571994367,11.677152436743553,35.04160784302761,235.23016617408828,316.7975666920379,59000
2004960,4960Mayo4657PL,11.01,MBA,2.7334001274683923,0.13374766494810483,12.467819340246672,99.22608682275643,40.68369152122941,25.907848328866972,59000
2004961,4961Timherder1958TH1,11.484000000000002,MBA,2.465194648477792,0.24499657296048705,4.693243688938992,359.0271038654872,194.2112346011119,245.79160819749748,59000
2004963,4963Kanroku1977DR1,11.306,MBA,2.1717779015395045,0.2655716636122696,10.224098852524637,144.75321548689772,274.7705787415283,299.07304624897165,59000
2004966,4966Edolsen1981EO34,10.212,MBA,2.073249858331057,0.026011970278692065,4.563799251146431,310.9998208806037,72.2914403336052,299.5291680939,59000
2004972,4972Pachelbel1989UE7,11.962,MBA,2.523983834446929,0.16150893063030683,11.08560581247683,197.70396916646212,125.35517893949458,235.9076817883232,59000
2004975,4975Dohmoto1990SZ1,17.723,MBA,2.368701355832438,0.27396890588378114,6.9446049771856835,239.96990856014386,73.36815803714931,90.3590623931536,59000
2004976,4976Choukyongchol1991PM,16.93,MBA,2.719027340877063,0.1163918263193659,8.963165617908299,56.28526911020023,319.2942796041007,191.4000291681342,59000
2004980,4980Magomaev1974SP1,17.070999999999998,MBA,2.7380378494823314,0.24886974942851056,6.237599721458533,98.93011227191116,309.0713817794291,226.63307358589776,59000
2004985,4985Fitzsimmons1979QK4,11.839,OMB,2.7956920556821285,0.04010869631983086,2.4297439039473643,183.75963229041318,60.913123317295145,320.2899671178672,59000
2004998,4998Kabashima1986VG,15.669,MBA,2.786511413061326,0.2806183469003396,2.670442944080455,317.21163632166264,273.7980845224286,57.48048744994615,59000
2004999,4999MPC1987CJ,12.16,MBA,2.8941842596227283,0.22542699525939078,1.1635336089320174,15.43969291857846,131.03138442696815,167.37098964073294,59000
2005006,5006Teller1989GL5,12.877,MBA,2.942053283910936,0.2824003178360705,9.271090195824927,182.49118544365953,247.02155416010038,119.92893743779857,59000
2005013,5013Suzhousanzhong1964VT1,10.086,MBA,2.575328794440681,0.20298517006575192,12.729575969295889,18.36439650303477,177.61253258531,153.97645665208293,59000
2005014,5014Gorchakov1974ST,19.297,MBA,2.465102329478724,0.1090211795998281,0.31255239393121415,164.4561635217417,169.9124164055367,65.89775848667972,59000
2005021,5021Krylania1982VK12,17.519000000000002,OMB,2.761130499850046,0.28145435175741673,0.9935925313253025,226.39253735974927,317.26253245565823,78.27511876405975,59000
2005029,5029Ireland1988BL2,11.96,MBA,2.658205672425042,0.08267003289275354,6.862004884543655,268.10034891419065,229.30713560695554,277.14561786472655,59000
2005039,5039Rosenkavalier1967GM1,12.232,MBA,2.847340364211861,0.09965175661851976,11.06581104252284,49.871521893825616,84.87645939549549,172.21548008542086,59000
2005042,5042Colpa1974ME,17.846,MBA,2.8662414686655087,0.2102425254005221,2.36561467067927,59.967102046085316,39.873224765654555,185.09299550192856,59000
2005043,5043Zadornov1974SB5,15.28,MBA,2.602237450445148,0.22959488985761586,4.074769793237908,169.2233718090446,336.02646348409405,323.0921185259193,59000
2005048,5048Moriarty1981GC,10.77,MBA,2.175963931069377,0.27882104515474615,3.480093019227107,359.29312487246665,55.218942553762396,86.39266450557498,59000
2005053,5053Chladni1985FB2,11.095,MBA,1.995957842603181,0.06144072271686285,5.985768280067312,128.17686083643483,264.26752989330714,118.53775964118189,59000
2005055,5055Opekushin1986PB5,15.834,MBA,2.586753280915876,0.2393994105657672,3.374980155263567,153.9098738506477,178.50582616781443,111.10189448508747,59000
2005057,5057Weeks1987DC6,16.372,MBA,2.663421578259841,0.22156381601908903,5.288980178171295,155.68082741323855,50.42353778724225,237.32573132125003,59000
2005061,5061McIntosh1988DJ,10.251,MBA,2.852452917035486,0.01913836687607936,10.928138979929162,29.05229568855436,279.5960187325038,202.4822586553518,59000
2005065,5065Johnstone1990FP1,13.011,MBA,2.397308935017486,0.11616694236306208,9.165138726812836,278.70197230439834,325.6144330149963,169.7560640598489,59000
2005068,5068Cragg1990TC,13.751,MBA,2.842537830303016,0.08482963711802957,1.2177255808753933,91.11654879339868,43.74237868673328,240.4743618833074,59000
2005071,5071Schoenmaker3099T2,16.496,MBA,2.604540570749561,0.09134712730620911,9.566184993685766,253.32014047785114,24.15197810891049,174.2107116493816,59000
2005074,5074Goetzoertel1949QQ1,13.220999999999998,MBA,2.679818831356989,0.29488406386641025,7.156157573388202,171.03235638081267,305.94598247288553,293.74464828842406,59000
2005079,5079Brubeck1975DB,16.5,MBA,2.103828870405965,0.19283322404397837,14.018483620607082,220.24070719897824,180.34323802311502,147.68752578059863,59000
2005081,5081Sanguin1976WC1,17.581,MBA,2.05535155433704,0.21530284733804986,4.339564756560799,19.42978913819865,242.8326925297355,320.6187395954321,59000
2005082,5082Nihonsyoki1977DN4,13.338,MBA,2.7298338146341634,0.29298529119450273,10.8924962954874,320.38764638996383,158.93292140732026,43.06681208183154,59000
2005084,5084Gnedin1977FN1,17.822,MBA,2.827566192570264,0.1131605347372916,10.962912345668549,87.7884369910968,148.4741723164354,33.82130942993135,59000
2005087,5087Emel'yanov1978RM2,13.132,MBA,2.729548290149886,0.24055205053584178,3.3225117151378103,241.2343395003013,107.87728867995399,236.05254562112083,59000
2005088,5088Tancredi1979QZ1,15.939,MBA,2.617659108462928,0.1303592889913486,13.548354374564042,287.2868803438182,202.65413606505277,140.2941126725151,59000
2005091,5091Isakovskij1981SD4,17.255,MBA,2.749499207536586,0.2608601015444939,7.367748006444046,194.41393822195096,57.53084677407365,164.05716859585885,59000
2005097,5097Axford1983TW1,12.558,MBA,2.004678400179382,0.054197262393390955,10.183250503339536,121.4402479483047,258.20307710226535,250.5667118739842,59000
2005100,5100Pasachoff1985GW,11.425,MBA,2.145182252951489,0.28430585311928386,2.1878333832525683,352.0452148131876,197.79470973356547,77.23417790551503,59000
2005101,5101Akhmerov1985UB5,11.012,MBA,2.6558635743497785,0.0656315125232639,3.8670587548795385,100.23829677745042,305.1075045750043,15.814071635676674,59000
2005102,5102Benfranklin1986RD1,16.727,MBA,2.257775212335896,0.09786615209427946,8.791606769058342,341.51844136437734,331.56507987508695,158.00011416597576,59000
2005103,5103Divis1986RP1,12.289,MBA,2.7137542324091,0.22685767023203413,4.785409025600242,56.240688126503436,324.2112349314759,322.10112437605227,59000
2005105,5105Westerhout1986TM1,10.084,MBA,2.184378641413153,0.11812654246962201,7.495393778564601,140.11996734804367,216.44312926112013,162.2656362110896,59000
2005106,5106Mortensen1987DJ,14.481,MBA,2.640443472549111,0.182463413029934,5.610077990599339,49.858410293028804,114.74434983558918,205.90716254371966,59000
2005107,5107Laurenbacall1987DS6,17.149,MBA,2.8733219788321014,0.13337205032082855,9.60830694966072,0.8065703065305652,128.58107078288808,75.01250959526487,59000
2005115,5115Frimout1988CD4,13.591,MBA,2.61347591247512,0.22271098112693455,7.307180441712133,93.69307454273095,234.9129831333917,167.06661741775085,59000
2005116,5116Korsor1988EU,18.573,MBA,2.768519700939076,0.06849937571058325,0.0691490395975225,31.395744330823696,256.30815643424285,173.03564258399712,59000
2005128,5128Wakabayashi1989FJ,18.325,MBA,2.358175408126622,0.0175373961710631,9.74521256918076,355.084388312525,58.06279261787542,84.65083983043216,59000
2005132,5132Maynard1990ME,11.325,MBA,2.3681374547454435,0.08997881924191987,6.331823355752726,274.19519446264894,359.26176121663366,58.966800283528016,59000
2005134,5134Ebilson1990SM2,10.75,MBA,2.693697363365759,0.14229259946052908,5.125475107353343,1.3337266759231747,38.70111564578009,126.09279648520483,59000
2005136,5136Baggaley1990UG2,13.303,MBA,2.6753058151967712,0.05040601565780357,1.4122012842483533,80.51277053649316,218.5532054317598,13.991561971973688,59000
2005138,5138Gyoda1990VD2,14.784,MBA,2.5759333263364312,0.1064391868969166,3.305545358497372,241.2447268621381,191.1685299468567,59.92264246209964,59000
2005139,5139Rumoi1990VH4,11.956,MBA,2.763973225424125,0.11999490548807056,3.3565843737128014,143.4787607393116,212.75574403270932,263.2872560956907,59000
2005140,5140Kida1990XH,19.382,MBA,2.788214707196582,0.017217553106482063,14.030542491070936,299.4633226959218,192.1553508525501,233.6881856161236,59000
2005151,5151Weerstra2160T2,10.834,MBA,2.5185518714563577,0.17499217445526136,6.4876946211982025,181.74988021526337,20.847644235289597,112.6010938284663,59000
2005154,5154Leonov1969TL1,14.424,MBA,2.762264952064501,0.26530302839138625,0.6309877082275506,235.31451110367448,358.53315087418355,198.4183086628545,59000
2005155,5155Denisyuk1972HR,15.35,MBA,2.701007944952285,0.04552287388591573,2.0822502336498134,214.933463134013,353.2597348134684,298.5785837634228,59000
2005157,5157Hindemith1973UB5,14.064,OMB,2.733493820966796,0.1793424040204542,1.185490135993681,229.74080422450834,188.76670075233602,302.0920922787877,59000
2005162,5162Piemonte1982BW,16.953,MBA,2.8145250560617394,0.19942176147325388,8.83304085310817,82.83558737778483,75.00560297715253,235.5756868618509,59000
2005166,5166Olson1985FU1,11.525,MBA,2.092228290349944,0.1258004041257865,2.7993223735024007,134.38419811422898,65.85915212862649,44.659219438441426,59000
2005167,5167Joeharms1985GU1,16.918,MBA,2.1132631912665616,0.210329276209281,7.478364604226639,18.226531031216897,20.537471589421404,58.64408449206868,59000
2005170,5170Sissons1987EH,10.781,MBA,2.859716748111226,0.1232194630473036,5.550930943049633,211.54914528775515,220.26922380528984,105.00235258419168,59000
2005176,5176Yoichi1989AU,16.56,MBA,1.854225249790939,0.15139118639323046,12.05814565716299,165.3330463472792,172.16515808749728,241.457306055896,59000
2005185,5185Alerossi1990RV2,13.364,MBA,2.454030371258224,0.0022059133663280936,4.807344558980434,273.857813646866,149.87224210581985,92.88139305563293,59000
2005186,5186Donalu1990SB4,11.371,MBA,2.362079290853516,0.20751603424040663,6.873982235952124,74.29768726379116,189.07680280958775,167.19569416345183,59000
2005190,5190Fry1990UR2,15.384,MBA,2.491234962995632,0.1984028036834173,10.819283228967386,157.25236178440863,314.2270536332789,297.18923046004994,59000
2005191,5191Paddack1990VO3,13.871,MBA,2.671270849212505,0.011520263197903368,6.5002681039595895,65.06835590065904,25.45871447251994,321.038549986226,59000
2005197,5197Rottmann4265T2,11.302,MBA,2.66406526166128,0.11047503221853992,11.898233040197836,221.03252108943914,195.87213630609256,301.87633147218133,59000
2005198,5198Fongyunwah1975BP1,16.611,MBA,2.6060162366566746,0.2937095522375002,9.925265343549974,305.2908923441227,252.36608219394444,41.91792633354781,59000
2005204,5204Herakleitos1988CN2,13.137,MBA,2.685179802210181,0.12622096877058503,6.15793670920074,275.5595694416346,349.44797383813784,327.8714814553432,59000
2005212,5212Celiacruz1989SS,12.855,MBA,2.8019302939818376,0.15058362153955251,7.55972888529544,339.9112701471194,266.2891752480324,246.2899389742726,59000
2005213,5213Takahashi1990FU,13.118,MBA,2.842067804262119,0.27297904744791557,14.508051837632902,349.82128147089276,197.32123555664387,222.7631754048306,59000
2005215,5215Tsurui1991AE,12.16,MBA,2.275080180182147,0.2151785627597269,9.924172447625885,277.9321923295166,276.0367398732247,89.11623686007971,59000
2005216,52161941HA,11.327,MBA,2.19544025059046,0.17462103933726705,13.574928389584873,103.25019073689312,358.94096182470287,334.1620328973972,59000
2005219,5219Zemka1976GU3,17.192,MBA,2.786031978807618,0.23934140440232174,2.6813775520659657,78.93409579751457,319.9443682013346,6.249983906532539,59000
2005221,5221Fabribudweis1980FB,13.616,OMB,2.907531128553074,0.25930987993679194,7.248542343677279,161.1176524376197,32.074661511028644,29.586964845262504,59000
2005222,5222Ioffe1980TL13,17.989,MBA,2.378411652501504,0.13706642152118007,13.629925047675759,357.79813004776344,206.93806213539125,55.32284772265367,59000
2005223,5223McSween1981EX6,12.59,MBA,2.633414803438768,0.14253250947955062,4.8391809216212645,148.56048749417593,283.1306960559557,249.89199580296832,59000
2005225,5225Loral1983TS1,15.296,MBA,2.50839327120996,0.11581528069555073,14.514962972196312,71.66462780601675,241.87517372081177,224.22862257449447,59000
2005228,5228Maca1986VT,13.772,MBA,2.626659390326339,0.29001184200553815,1.4561623571048616,339.9634360019668,150.1084306086305,340.084007160458,59000
2005229,5229Irurita1987DE6,18.27,MBA,2.614142186101036,0.2091498762871051,13.540067554125553,138.9304719345682,116.07997475559007,125.63341832642149,59000
2005231,5231Verne1988JV,11.243,MBA,2.221042869697364,0.024966919862421687,6.678181830987881,248.72359940194713,225.7217764542603,125.14202667315885,59000
2005232,5232Jordaens1988PR1,11.563,MBA,2.406944527496288,0.2588878869939055,1.10616247711741,283.73507230125125,148.45274129373706,241.03224297370124,59000
2005234,5234Sechenov1989VP,14.125,MBA,2.308043537070106,0.14416798225088043,13.192823888791311,303.5361247414323,141.11911154534133,62.69659673960015,59000
2005237,5237Yoshikawa1990UF3,13.8,MBA,2.027310549063929,0.020626171926746237,3.7791031861367017,295.6609393642045,301.22705759059625,167.05535020522086,59000
2005239,5239Reiki1990VC4,10.477,MBA,2.397211960523041,0.16491517654899332,0.33375188242837805,301.04887067999283,113.63595234670342,5.555969656862745,59000
2005241,5241Beeson1990YL,16.414,MBA,2.5548176305224435,0.1251492836927106,2.0371065835378843,240.3552339280371,232.1726173355219,213.13422261788713,59000
2005243,5243Clasien1246T2,13.947,MBA,2.276218438746617,0.26332482145878744,9.886721128496424,145.3791849380856,314.43603768465823,282.2365419526077,59000
2005255,5255Johnsophie1988KF,13.732,MBA,2.62309527262169,0.06119838108281621,14.667172337072923,240.22326746298137,223.83788902577072,73.35155874717692,59000
2005256,5256Farquhar1988NN,11.99,MBA,2.041062960099151,0.24793938284765488,1.6719320937527522,301.2243602615688,177.40345403362738,110.5814383492361,59000
2005265,5265Schadow2570PL,10.378,MBA,2.818508010898062,0.16730660735563582,6.929220721871429,126.23128726479158,12.708973497947852,47.462155516279154,59000
2005266,5266Rauch4047T2,10.809,MBA,2.357082317030215,0.016383090964040715,2.7095482642129873,106.74287650513445,245.36611957488137,221.6428239919163,59000
2005274,5274Degewij1985RS,15.880999999999998,MBA,2.3022492374954333,0.2915535903976454,11.175548011523881,123.73459815785885,359.1093698218795,203.0473906155974,59000
2005281,5281Lindstrom1988SO1,16.985,MBA,2.6690558114691965,0.15378457323095998,1.7708834964272124,198.46202257057263,291.03499919025813,297.5026231374711,59000
2005290,5290Langevin1990OD4,17.957,MBA,2.5625646220360334,0.08726305626947474,3.5976262272133437,18.87979493302003,228.40782708758104,349.3237341505961,59000
2005293,5293Bentengahama1991BQ2,11.932,MBA,2.376275352056716,0.1408220525967774,2.9460895147360704,280.42949484606237,168.89202073816864,354.1116901468382,59000
2005294,5294Onnetoh1991CB,12.655,MBA,2.493818959310176,0.25735733505524666,8.287796705504668,49.98670504207269,80.75671096162009,38.580395656264976,59000
2005296,5296Friedrich9546PL,19.266,MBA,2.7607869137209207,0.09147093731551904,13.097761380009484,47.821916442275565,249.1593115759303,199.129143967887,59000
2005299,5299Bittesini1969LB,17.730999999999995,MBA,2.923933525306228,0.05780291894601009,7.666353017346278,71.1572901681978,63.828690304341094,284.2757025324539,59000
2005304,5304Bazhenov1978TA7,18.000999999999994,MBA,2.760382465176694,0.03872137407926444,0.8736517915720687,207.6938765900994,319.33744222738477,237.23390898964436,59000
2005314,5314Wilkickia1982SG4,11.718,MBA,2.7421701434520567,0.08935781951706337,8.450833958952469,102.80461528942416,127.43589140989015,322.91522011402276,59000
2005320,5320Lisbeth1985VD,16.531,MBA,2.65669897628052,0.23401442611201304,11.96281498977014,132.51251843515882,143.92670740296128,159.0189076414366,59000
2005322,53221986QB1,11.052,MBA,2.8371867547538083,0.1414879095585785,1.9823429595648405,335.39367995212604,77.7749795566432,153.75494634506055,59000
2005327,53271989EX1,12.048,MBA,1.96313383090232,0.06824448110806199,1.0906682151688756,304.99278479171466,173.3984465057807,9.40051519165289,59000
2005329,5329Decaro1989YP,10.515999999999998,MBA,1.9048050716240688,0.04985549988292476,2.817116663363536,306.7885919177217,244.96361645481844,5.6339327187452515,59000
2005330,5330Senrikyu1990BQ1,14.903,MBA,2.329703983349537,0.09981884295311373,11.191294842324412,207.95105999735563,109.00050128583896,249.35254977611203,59000
2005333,5333Kanaya1990UH,13.918,MBA,1.951544017391276,0.2819773118657126,8.875206292980023,311.927813024573,252.66153404714603,169.72781275319502,59000
2005339,53391992CD,16.355999999999998,MBA,2.944115720352768,0.10290801377700731,8.108919809426233,280.2836971225993,223.40959704673787,237.68308409197198,59000
2005344,5344Ryabov1978RN,10.835,MBA,2.256152415806686,0.2964372227863906,3.742198419476525,343.1652490479824,134.059778578077,85.76003911339149,59000
2005346,53461981QE3,15.861,MBA,2.579071455727575,0.14556913672960684,4.983548928702891,23.172625807889595,112.60951604157583,310.71321507528586,59000
2005347,5347Orestelesca1985DX2,11.499,MBA,2.8896608064349065,0.05374917548704526,14.488275194150134,10.341768115415832,310.07856704009646,325.03122371170195,59000
2005348,5348Kennoguchi1988BB,15.17,MBA,2.3127401108319265,0.2673420275380528,3.6093784009407854,63.0107786606008,4.29660325548769,238.42681848841184,59000
2005354,5354Hisayo1990BJ2,15.61,MBA,3.017471600778047,0.13810661194044807,13.524681348826327,334.4705353828712,257.72605630313865,100.008481836491,59000
2005357,5357Sekiguchi1992EL,13.948,MBA,2.689514170890254,0.21290140305135732,8.707972566866049,218.00343814352854,150.21139162891637,77.8161489879899,59000
2005358,53581992QH,13.749,MBA,2.311867521146453,0.29511347496274554,1.8494469955687172,153.40050637030112,258.3690380142569,225.179951868542,59000
2005364,53641980RC1,12.248,MBA,1.967018032931756,0.015052605095992199,7.00968567232602,184.57598213141463,182.70468840497236,338.68007191469815,59000
2005367,5367Sollenberger1982TT,13.239,MBA,2.677871425238319,0.029008367936270138,14.228230760413139,298.65765176196123,30.189829452839945,208.12048242079396,59000
2005371,53711987VG1,18.235,MBA,2.856831858466536,0.21613702243882685,6.278483972060379,334.47959848941264,353.53884578857895,302.1497437589587,59000
2005382,5382McKay1991JR2,10.281,MBA,2.3833492765043007,0.0845475009886416,12.950798471840434,262.69158035192754,30.976394911286643,203.5459974796407,59000
2005385,5385Kamenka1975TS3,16.768,MBA,2.438025614596964,0.05529041908502972,3.8464304197756154,273.5452198574267,57.0365453036627,242.85646575400824,59000
2005397,5397Vojislava1988VB5,11.455,MBA,2.058387025516931,0.011808563945918848,8.563832277005595,115.33609589898167,151.32070098434718,204.39959231514675,59000
2005398,53981989AK1,10.470999999999998,MBA,2.937505595981486,0.0065540135958605415,12.657780873029607,168.1326702988341,340.0644185350378,207.13094982803133,59000
2005399,5399Awa1989BT,17.41,MBA,2.2851871944853137,0.23234568093593724,13.810326617545433,318.67566964961975,105.506005166924,266.1300334053419,59000
2005400,54001989CM,10.623,MBA,2.6226404960282497,0.040330028210864996,7.287350507269511,282.9362796261279,204.71837061278944,142.64797960819766,59000
2005403,5403Takachiho1990DM,15.291,MBA,2.820040419738554,0.14031618479134525,9.595321532181435,246.33753064608516,187.71712297514813,325.4391699693775,59000
2005406,5406Jonjoseph1991PH11,16.857,MBA,2.3520925642839683,0.1817690445538449,0.04470196173496421,23.48886091972335,118.85310765889265,310.85742545018957,59000
2005411,5411Liia1973AT3,19.288,MBA,2.9321454752222595,0.12850554017065388,3.7983496127008443,14.222599003423749,250.67967620343342,261.11313334766476,59000
2005413,5413Smyslov1977EC2,17.572,MBA,2.703657280741451,0.008131995700869931,4.180681556204187,46.947939521038215,180.52643905413774,267.6334292489862,59000
2005416,5416Estremadoyro1978VE5,17.442999999999998,MBA,2.133167362714891,0.23505045077637265,1.402395174816462,209.30079571122002,208.18318600284914,148.7666910347888,59000
2005418,5418Joyce1981QG1,14.441,MBA,2.046985246237657,0.0031539673624960463,4.19542520035465,193.09926504281398,75.6559516621894,299.7095312421644,59000
2005419,5419Benua1981SW7,13.907,MBA,2.5463696046377606,0.2285669683132452,4.816830495872087,339.36869755693937,333.55766181111653,335.73943208819566,59000
2005420,5420Jancis1982JR1,12.35,MBA,2.052585551397502,0.2679913481364368,14.5314905935229,250.11347041562271,39.80557830214147,286.2534987536752,59000
2005422,5422Hodgkin1982YL1,16.336,MBA,2.2539231557120583,0.12985197631715167,10.029035708412565,105.83014224435337,248.4969227731974,47.888245491978964,59000
2005429,54291988BZ1,13.917,MBA,2.692733308345245,0.16066274192933946,6.390076191245163,58.13866577365103,318.9225998104264,283.1838918175292,59000
2005434,5434Tomwhitney1989ES,17.226,MBA,2.9189517063549446,0.14309501778529612,14.82081691043264,305.83196615821754,30.247434513194136,167.24573776705313,59000
2005441,5441Andymurray1991JZ1,15.42,MBA,2.8058399425168266,0.11676258558703163,2.298484803519168,165.4646773280487,10.350728528473088,219.13182356547262,59000
2005443,5443Encrenaz1991NX1,10.879,MBA,2.202544718022359,0.2662273606111081,7.140767908957269,235.24901906718554,119.93534825668344,356.8175849344407,59000
2005446,5446Heyler1991PB13,18.883,OMB,2.798022725944609,0.26818005320099714,9.70593310573574,203.45169837268904,284.3812559762461,129.36773140586638,59000
2005447,5447Lallement1991PO14,11.001,MBA,2.707006906346276,0.10074490939246035,0.8337095172611553,38.68428460918861,258.2519463013822,125.47021863863203,59000
2005449,54491992US5,10.819,MBA,2.686679414902136,0.18452092620440938,10.754982871246781,20.541018125457732,295.97655076154643,94.72787273786788,59000
2005454,5454Kojiki1977EW5,16.762999999999998,MBA,2.756484731129752,0.2780722686437592,1.4980102938298483,135.72654829790886,143.09947621379996,45.76432330351273,59000
2005458,5458Aizman1980TB12,18.135,MBA,3.096012008298549,0.28861754968240544,2.104234628995154,130.15810711645835,357.75324659968936,60.542522464676665,59000
2005467,54671988AG,10.351,MBA,2.332621295300657,0.15268771212661425,2.395342686931261,242.56732066880627,131.79819780731037,185.13683656587637,59000
2005469,54691988BK4,14.773,MBA,2.6552142864361192,0.13584744158529802,13.933347399832767,227.59214727641822,289.93795249031405,327.52793767476385,59000
2005470,5470Kurtlindstrom1988BK5,13.800999999999998,MBA,2.7199389267877883,0.08360829477855773,10.248533177072517,348.818734247038,126.29031193625188,291.56373629669685,59000
2005471,5471Tunguska1988PK1,15.954,MBA,2.7771671433829708,0.287661561957123,9.831412516546562,308.9158209977658,78.63975770143102,65.6971464622621,59000
2005480,54801989YK8,15.104,MBA,2.830801267214057,0.042844291341860206,8.332402446974882,178.7697092791036,121.2008663022369,202.20845245083382,59000
2005483,5483Cherkashin1990UQ11,17.048,MBA,2.8939181665164937,0.1739488728143175,4.392089980426542,180.0091269225704,69.36399521382741,304.8928709519267,59000
2005484,5484Inoda1990VH1,10.394,MBA,2.058482862710852,0.08476508025559167,9.313345568990272,242.68652248056998,46.479818367787956,194.21749122201888,59000
2005488,5488Kiyosato1991VK5,18.81900000000001,MBA,2.813639607488644,0.08370248710433899,6.152245798329597,41.0726097983792,131.02700665810687,328.1155636801796,59000
2005489,5489Oberkochen1993BF2,13.104,MBA,2.145614522122504,0.12149057621285653,2.1812422513892233,359.9606032673013,52.84590677406999,326.83858550165763,59000
2005492,5492Thoma3227T1,13.398,MBA,2.4052792081815944,0.2996378807446963,10.343959354915997,186.77091644770462,180.83836135275013,125.3678506300709,59000
